grid,t_idx,k,out_lines,source
UK,18555,2,"[43, 71]",random
UK,28991,2,"[5, 56]",random
UK,27448,0,[],random
UK,22356,0,[],random
UK,15792,0,[],random
UK,6797,0,[],random
UK,22831,0,[],random
UK,22489,2,"[13, 83]",random
UK,24614,1,[31],random
UK,33267,1,[56],random
UK,23340,2,"[46, 53]",random
UK,10509,2,"[30, 84]",random
UK,12543,0,[],random
UK,33794,2,"[74, 84]",random
UK,22990,0,[],random
UK,27265,2,"[33, 42]",random
UK,30458,1,[24],random
UK,13369,1,[33],random
UK,2534,1,[19],random
UK,33932,2,"[22, 25]",random
UK,32854,2,"[45, 62]",random
UK,19272,1,[81],random
UK,20703,2,"[23, 28]",random
UK,48,2,"[29, 39]",random
UK,30556,2,"[10, 56]",random
UK,27699,1,[20],random
UK,25491,2,"[40, 81]",random
UK,6723,1,[38],random
UK,22126,1,[70],random
UK,19597,1,[41],random
UK,1914,1,[77],random
UK,1930,0,[],random
UK,8313,2,"[32, 52]",random
UK,25270,1,[20],random
UK,17097,1,[64],random
UK,24561,0,[],random
UK,20691,1,[44],random
UK,22901,2,"[45, 81]",random
UK,22376,2,"[27, 78]",random
UK,3564,1,[39],random
UK,10624,1,[21],random
UK,22641,1,[32],random
UK,26487,0,[],random
UK,33069,2,"[42, 57]",random
UK,20239,2,"[25, 44]",random
UK,20149,0,[],random
UK,16006,2,"[1, 72]",random
UK,7706,1,[67],random
UK,1930,1,[57],random
UK,7018,1,[24],random
UK,19809,1,[72],random
UK,13912,1,[6],random
UK,10794,0,[],random
UK,34627,1,[21],random
UK,14667,1,[43],random
UK,12772,1,[50],random
UK,34219,2,"[4, 57]",random
UK,20034,1,[53],random
UK,32583,0,[],random
UK,6127,0,[],random
UK,18168,2,"[14, 43]",random
UK,20600,1,[76],random
UK,8999,1,[70],random
UK,33235,2,"[21, 28]",random
UK,33933,1,[83],random
UK,17088,1,[83],random
UK,32320,1,[20],random
UK,10743,2,"[59, 80]",random
UK,5833,1,[61],random
UK,23504,0,[],random
UK,18505,2,"[52, 65]",random
UK,16113,1,[11],random
UK,13353,0,[],random
UK,7773,0,[],random
UK,26008,2,"[9, 72]",random
UK,18972,2,"[41, 80]",random
UK,5304,2,"[9, 53]",random
UK,31357,1,[81],random
UK,6730,0,[],random
UK,9114,2,"[0, 55]",random
UK,18931,0,[],random
UK,34374,0,[],random
UK,4239,2,"[18, 32]",random
UK,10843,2,"[4, 55]",random
UK,8640,1,[2],random
UK,3292,1,[56],random
UK,22277,2,"[16, 48]",random
UK,7406,2,"[67, 69]",random
UK,18847,1,[75],random
UK,13728,1,[30],random
UK,26903,0,[],random
UK,21570,1,[82],random
UK,33936,1,[74],random
UK,20900,0,[],random
UK,6497,1,[27],random
UK,33658,0,[],random
UK,6150,0,[],random
UK,11938,0,[],random
UK,4686,0,[],random
UK,28908,2,"[66, 80]",random
UK,28238,0,[],random
UK,18572,2,"[3, 4]",random
UK,24282,0,[],random
UK,6324,2,"[37, 61]",random
UK,15186,0,[],random
UK,4407,2,"[43, 72]",random
UK,30509,0,[],random
UK,12023,1,[8],random
UK,21600,2,"[0, 29]",random
UK,7553,0,[],random
UK,17014,0,[],random
UK,13164,2,"[12, 39]",random
UK,18050,0,[],random
UK,27791,2,"[18, 50]",random
UK,17835,2,"[55, 58]",random
UK,19621,1,[71],random
UK,32164,2,"[31, 32]",random
UK,13592,2,"[3, 5]",random
UK,9722,2,"[24, 73]",random
UK,28756,1,[11],random
UK,17364,0,[],random
UK,17017,2,"[41, 57]",random
UK,10195,0,[],random
UK,9037,1,[52],random
UK,13186,2,"[53, 54]",random
UK,9065,1,[61],random
UK,7863,0,[],random
UK,7596,1,[69],random
UK,10513,2,"[9, 73]",random
UK,23751,0,[],random
UK,17362,1,[5],random
UK,25137,2,"[0, 66]",random
UK,4229,2,"[34, 80]",random
UK,9861,1,[1],random
UK,23387,1,[52],random
UK,6940,2,"[38, 69]",random
UK,25982,1,[16],random
UK,4559,1,[65],random
UK,30942,0,[],random
UK,1296,2,"[3, 25]",random
UK,14903,0,[],random
UK,12921,2,"[33, 80]",random
UK,13340,0,[],random
UK,2153,1,[69],random
UK,32502,1,[24],random
UK,15559,1,[51],random
UK,29385,2,"[16, 44]",random
UK,2112,1,[24],random
UK,23101,0,[],random
UK,11199,0,[],random
UK,1963,1,[53],random
UK,34762,2,"[23, 46]",random
UK,11996,1,[44],random
UK,2000,1,[46],random
UK,29673,0,[],random
UK,22181,2,"[16, 18]",random
UK,9053,2,"[26, 33]",random
UK,22040,2,"[4, 25]",random
UK,8047,0,[],random
UK,4558,0,[],random
UK,24565,1,[49],random
UK,933,0,[],random
UK,32248,2,"[24, 28]",random
UK,22212,0,[],random
UK,8421,0,[],random
UK,23006,2,"[26, 53]",random
UK,1675,1,[82],random
UK,17694,1,[59],random
UK,7582,0,[],random
UK,16075,2,"[3, 25]",random
UK,408,1,[33],random
UK,31407,1,[7],random
UK,13682,0,[],random
UK,21506,2,"[26, 42]",random
UK,15915,1,[13],random
UK,33871,1,[81],random
UK,3445,1,[27],random
UK,25776,1,[28],random
UK,9410,2,"[14, 85]",random
UK,25237,1,[20],random
UK,4586,1,[14],random
UK,27760,0,[],random
UK,175,0,[],random
UK,24624,0,[],random
UK,16,2,"[16, 51]",random
UK,11499,2,"[71, 82]",random
UK,16353,1,[71],random
UK,27596,0,[],random
UK,15951,0,[],random
UK,22461,0,[],random
UK,34633,2,"[82, 84]",random
UK,22681,0,[],random
UK,25163,2,"[13, 25]",random
UK,34999,0,[],random
UK,6689,2,"[46, 65]",random
UK,5386,0,[],random
UK,30839,1,[50],random
UK,3764,0,[],random
UK,13162,1,[10],random
UK,13612,2,"[60, 66]",random
UK,31667,0,[],random
UK,25375,0,[],random
UK,23463,2,"[41, 59]",random
UK,10618,0,[],random
UK,22909,0,[],random
UK,10469,1,[17],random
UK,11126,1,[24],random
UK,21850,2,"[67, 81]",random
UK,12769,2,"[25, 74]",random
UK,12928,1,[45],random
UK,20037,2,"[77, 79]",random
UK,24603,0,[],random
UK,1229,0,[],random
UK,32955,0,[],random
UK,11898,1,[3],random
UK,15805,2,"[21, 40]",random
UK,12299,2,"[26, 84]",random
UK,27676,0,[],random
UK,2664,2,"[34, 80]",random
UK,4709,1,[21],random
UK,14608,1,[0],random
UK,33047,0,[],random
UK,22943,2,"[1, 78]",random
UK,7346,2,"[17, 20]",random
UK,10355,1,[51],random
UK,21737,0,[],random
UK,1803,0,[],random
UK,32880,1,[59],random
UK,1402,1,[15],random
UK,22460,2,"[44, 64]",random
UK,11450,2,"[4, 73]",random
UK,15802,1,[59],random
UK,11324,1,[3],random
UK,1387,0,[],random
UK,20445,1,[36],random
UK,15292,1,[85],random
UK,19572,1,[12],random
UK,31331,0,[],random
UK,2344,1,[26],random
UK,15615,1,[82],random
UK,28088,2,"[22, 52]",random
