grid,t_idx,k,out_lines,source
IEEE24,2094,0,[],random
IEEE24,3791,1,[32],random
IEEE24,11223,1,[18],random
IEEE24,25577,1,[3],random
IEEE24,23786,0,[],random
IEEE24,14217,2,"[2, 10]",random
IEEE24,23968,1,[0],random
IEEE24,13187,1,[4],random
IEEE24,20922,1,[29],random
IEEE24,25696,0,[],random
IEEE24,5666,1,[29],random
IEEE24,25378,2,"[22, 28]",random
IEEE24,21744,2,"[3, 11]",random
IEEE24,19687,0,[],random
IEEE24,6149,1,[13],random
IEEE24,688,1,[3],random
IEEE24,2649,1,[32],random
IEEE24,23011,1,[21],random
IEEE24,17879,2,"[0, 22]",random
IEEE24,21229,2,"[5, 26]",random
IEEE24,2234,0,[],random
IEEE24,9886,0,[],random
IEEE24,5948,0,[],random
IEEE24,22516,1,[26],random
IEEE24,20930,1,[25],random
IEEE24,8806,1,[21],random
IEEE24,2229,1,[3],random
IEEE24,22902,1,[18],random
IEEE24,18479,0,[],random
IEEE24,1983,0,[],random
IEEE24,1445,2,"[10, 16]",random
IEEE24,18366,2,"[18, 23]",random
IEEE24,19390,1,[23],random
IEEE24,20057,1,[7],random
IEEE24,19079,0,[],random
IEEE24,8535,2,"[19, 30]",random
IEEE24,21704,1,[3],random
IEEE24,17820,2,"[22, 32]",random
IEEE24,16657,0,[],random
IEEE24,18317,2,"[2, 31]",random
IEEE24,23189,2,"[12, 31]",random
IEEE24,6646,2,"[1, 20]",random
IEEE24,19645,2,"[18, 20]",random
IEEE24,24574,1,[24],random
IEEE24,7512,0,[],random
IEEE24,10286,2,"[11, 28]",random
IEEE24,23755,1,[24],random
IEEE24,3236,1,[7],random
IEEE24,24040,2,"[12, 18]",random
IEEE24,13856,0,[],random
IEEE24,568,2,"[16, 18]",random
IEEE24,7144,1,[7],random
IEEE24,10945,2,"[2, 3]",random
IEEE24,27239,1,[15],random
IEEE24,12583,2,"[3, 20]",random
IEEE24,22813,1,[15],random
IEEE24,11585,0,[],random
IEEE24,12030,0,[],random
IEEE24,3407,1,[2],random
IEEE24,5213,1,[5],random
IEEE24,5121,1,[29],random
IEEE24,8284,2,"[0, 10]",random
IEEE24,3019,1,[25],random
IEEE24,310,1,[25],random
IEEE24,12760,0,[],random
IEEE24,7188,2,"[21, 23]",random
IEEE24,27484,0,[],random
IEEE24,13189,2,"[2, 16]",random
IEEE24,6424,2,"[11, 16]",random
IEEE24,17994,0,[],random
IEEE24,21934,2,"[19, 26]",random
IEEE24,21985,2,"[15, 32]",random
IEEE24,16222,0,[],random
IEEE24,17521,0,[],random
IEEE24,765,1,[19],random
IEEE24,5429,1,[3],random
IEEE24,25642,1,[15],random
IEEE24,2408,0,[],random
IEEE24,25410,1,[2],random
IEEE24,22910,2,"[1, 27]",random
IEEE24,26736,1,[23],random
IEEE24,757,0,[],random
IEEE24,2789,1,[20],random
IEEE24,25223,0,[],random
IEEE24,19879,1,[26],random
IEEE24,8643,0,[],random
IEEE24,4982,1,[12],random
IEEE24,21997,0,[],random
IEEE24,18377,2,"[4, 22]",random
IEEE24,184,1,[14],random
IEEE24,11980,0,[],random
IEEE24,9899,1,[11],random
IEEE24,25469,2,"[28, 32]",random
IEEE24,15020,2,"[0, 7]",random
IEEE24,10172,1,[2],random
IEEE24,22129,1,[23],random
IEEE24,21793,0,[],random
IEEE24,25535,2,"[14, 27]",random
IEEE24,5965,1,[24],random
IEEE24,20867,1,[32],random
IEEE24,23486,2,"[12, 30]",random
IEEE24,6560,0,[],random
IEEE24,17135,0,[],random
IEEE24,8358,0,[],random
IEEE24,17858,1,[2],random
IEEE24,1358,0,[],random
IEEE24,1763,1,[17],random
IEEE24,25494,2,"[11, 26]",random
IEEE24,10425,0,[],random
IEEE24,1605,1,[10],random
IEEE24,3318,2,"[7, 32]",random
IEEE24,2573,2,"[18, 30]",random
IEEE24,16010,2,"[28, 31]",random
IEEE24,25163,2,"[5, 21]",random
IEEE24,24716,2,"[6, 22]",random
IEEE24,25808,1,[14],random
IEEE24,27533,1,[12],random
IEEE24,13761,2,"[11, 25]",random
IEEE24,850,1,[13],random
IEEE24,26371,1,[7],random
IEEE24,11115,1,[7],random
IEEE24,11540,0,[],random
IEEE24,23881,2,"[0, 18]",random
IEEE24,15512,0,[],random
IEEE24,24331,2,"[17, 30]",random
IEEE24,26605,0,[],random
IEEE24,16929,1,[4],random
IEEE24,5291,1,[22],random
IEEE24,21391,1,[21],random
IEEE24,24724,2,"[29, 32]",random
IEEE24,26814,0,[],random
IEEE24,23329,1,[28],random
IEEE24,24019,2,"[30, 31]",random
IEEE24,22989,2,"[0, 13]",random
IEEE24,23898,1,[20],random
IEEE24,4636,0,[],random
IEEE24,11987,0,[],random
IEEE24,13804,1,[31],random
IEEE24,9155,2,"[6, 11]",random
IEEE24,10578,0,[],random
IEEE24,4748,1,[7],random
IEEE24,134,2,"[0, 12]",random
IEEE24,18360,0,[],random
IEEE24,22615,0,[],random
IEEE24,238,0,[],random
IEEE24,3402,2,"[10, 25]",random
IEEE24,2331,0,[],random
IEEE24,3691,1,[3],random
IEEE24,15272,0,[],random
IEEE24,5283,1,[24],random
IEEE24,15376,1,[18],random
IEEE24,18151,2,"[2, 14]",random
IEEE24,22158,1,[25],random
IEEE24,17061,1,[18],random
IEEE24,6761,0,[],random
IEEE24,2482,0,[],random
IEEE24,2182,0,[],random
IEEE24,9435,1,[26],random
IEEE24,6492,2,"[0, 23]",random
IEEE24,16006,1,[11],random
IEEE24,17146,2,"[5, 23]",random
IEEE24,9001,1,[24],random
IEEE24,17176,2,"[16, 20]",random
IEEE24,25290,0,[],random
IEEE24,2084,0,[],random
IEEE24,8693,2,"[16, 27]",random
IEEE24,15735,1,[30],random
IEEE24,19382,0,[],random
IEEE24,10878,0,[],random
IEEE24,23390,0,[],random
IEEE24,23496,0,[],random
IEEE24,12448,2,"[14, 16]",random
IEEE24,7476,0,[],random
IEEE24,15908,1,[10],random
IEEE24,19868,0,[],random
IEEE24,26058,1,[28],random
IEEE24,9885,0,[],random
IEEE24,7539,0,[],random
IEEE24,25770,1,[6],random
IEEE24,10886,2,"[6, 18]",random
IEEE24,14018,1,[22],random
IEEE24,10113,0,[],random
IEEE24,15131,1,[31],random
IEEE24,10996,1,[11],random
IEEE24,20355,2,"[7, 15]",random
IEEE24,1518,1,[30],random
IEEE24,13380,1,[22],random
IEEE24,10606,0,[],random
IEEE24,17192,1,[11],random
IEEE24,2063,2,"[18, 27]",random
IEEE24,26867,2,"[0, 29]",random
IEEE24,22896,0,[],random
IEEE24,8240,1,[31],random
IEEE24,3897,1,[19],random
IEEE24,3438,0,[],random
IEEE24,11395,2,"[17, 27]",random
IEEE24,23245,0,[],random
IEEE24,553,1,[22],random
IEEE24,18874,0,[],random
IEEE24,8077,1,[13],random
IEEE24,15538,0,[],random
IEEE24,14123,0,[],random
IEEE24,9989,2,"[19, 32]",random
IEEE24,20493,1,[27],random
IEEE24,17255,1,[12],random
IEEE24,21572,1,[19],random
IEEE24,15233,1,[32],random
IEEE24,9944,1,[6],random
IEEE24,4929,1,[6],random
IEEE24,23961,2,"[14, 30]",random
IEEE24,2405,0,[],random
IEEE24,3892,1,[20],random
IEEE24,15847,2,"[4, 22]",random
IEEE24,25769,2,"[1, 19]",random
IEEE24,20828,2,"[4, 20]",random
IEEE24,24665,1,[15],random
IEEE24,3032,1,[18],random
IEEE24,13955,0,[],random
IEEE24,9857,1,[16],random
IEEE24,15145,1,[6],random
IEEE24,22243,2,"[0, 21]",random
IEEE24,19176,1,[12],random
IEEE24,24302,0,[],random
IEEE24,2180,0,[],random
IEEE24,26225,1,[19],random
IEEE24,768,1,[28],random
IEEE24,4893,2,"[7, 26]",random
IEEE24,19659,2,"[15, 29]",random
IEEE24,2085,1,[15],random
IEEE24,5199,0,[],random
IEEE24,2969,0,[],random
IEEE24,19219,1,[15],random
IEEE24,16659,1,[2],random
IEEE24,25740,1,[17],random
IEEE24,6715,1,[31],random
IEEE24,22631,1,[12],random
IEEE24,2237,1,[29],random
IEEE24,24518,1,[11],random
IEEE24,24861,2,"[11, 18]",random
IEEE24,6865,0,[],random
IEEE24,25333,2,"[5, 20]",random
IEEE24,1132,2,"[7, 11]",random
IEEE24,26989,2,"[7, 19]",random
IEEE24,2557,0,[],random
IEEE24,8873,2,"[5, 19]",random
IEEE24,21533,0,[],random
IEEE24,3467,1,[30],random
IEEE24,5460,1,[10],random
IEEE24,7981,1,[14],random
IEEE24,1468,0,[],random
IEEE24,10756,0,[],random
IEEE24,22791,0,[],random
IEEE24,14406,0,[],random
IEEE24,10435,1,[20],random
IEEE24,16798,0,[],random
IEEE24,9671,1,[15],random
IEEE24,12909,1,[2],random
IEEE24,13810,0,[],random
IEEE24,11356,1,[6],random
IEEE24,16590,0,[],random
IEEE24,24655,0,[],random
IEEE24,26641,2,"[18, 24]",random
IEEE24,3326,2,"[6, 7]",random
IEEE24,19618,0,[],random
IEEE24,23064,2,"[31, 32]",random
IEEE24,9146,2,"[27, 30]",random
IEEE24,6244,0,[],random
IEEE24,16586,2,"[10, 31]",random
IEEE24,11373,0,[],random
IEEE24,22236,1,[6],random
IEEE24,3490,2,"[29, 32]",random
IEEE24,972,1,[21],random
IEEE24,24148,0,[],random
IEEE24,15399,1,[23],random
IEEE24,477,2,"[4, 28]",random
IEEE24,12052,2,"[4, 26]",random
IEEE24,3454,1,[2],random
IEEE24,10956,2,"[6, 27]",random
IEEE24,11935,1,[13],random
IEEE24,21050,2,"[5, 29]",random
IEEE24,20999,0,[],random
IEEE24,2933,2,"[17, 31]",random
IEEE24,2124,1,[11],random
IEEE24,18221,1,[11],random
IEEE24,17472,2,"[10, 15]",random
IEEE24,11196,0,[],random
IEEE24,5710,1,[7],random
IEEE24,14512,0,[],random
IEEE24,11845,2,"[10, 29]",random
IEEE24,13050,2,"[10, 17]",random
IEEE24,9237,2,"[5, 30]",random
IEEE24,4111,2,"[27, 29]",random
IEEE24,19894,1,[11],random
IEEE24,1006,1,[19],random
IEEE24,11528,0,[],random
IEEE24,7054,2,"[0, 11]",random
IEEE24,13023,0,[],random
IEEE24,7681,0,[],random
IEEE24,8665,1,[7],random
IEEE24,17301,2,"[18, 31]",random
IEEE24,592,2,"[6, 12]",random
IEEE24,428,1,[17],random
IEEE24,23768,2,"[25, 28]",random
IEEE24,10669,0,[],random
IEEE24,1552,0,[],random
IEEE24,10263,2,"[16, 28]",random
IEEE24,15432,0,[],random
IEEE24,10542,2,"[1, 10]",random
IEEE24,21613,1,[19],random
IEEE24,18008,0,[],random
IEEE24,9156,2,"[26, 28]",random
IEEE24,23384,2,"[6, 11]",random
IEEE24,19577,1,[7],random
IEEE24,10692,0,[],random
IEEE24,9285,0,[],random
IEEE24,1839,2,"[16, 23]",random
IEEE24,9753,0,[],random
IEEE24,13885,2,"[3, 29]",random
IEEE24,11173,2,"[11, 12]",random
IEEE24,6317,1,[28],random
IEEE24,17235,2,"[18, 28]",random
IEEE24,3537,2,"[11, 19]",random
IEEE24,20558,0,[],random
IEEE24,16932,1,[5],random
IEEE24,7065,2,"[4, 18]",random
IEEE24,6909,1,[31],random
IEEE24,8728,1,[16],random
IEEE24,22617,2,"[4, 17]",random
IEEE24,24384,2,"[7, 26]",random
IEEE24,11647,2,"[12, 27]",random
IEEE24,2554,1,[25],random
IEEE24,22990,1,[26],random
IEEE24,2699,2,"[10, 27]",random
IEEE24,8381,2,"[0, 7]",random
IEEE24,16561,1,[3],random
IEEE24,4607,0,[],random
IEEE24,4526,0,[],random
IEEE24,6528,2,"[4, 19]",random
IEEE24,11253,0,[],random
IEEE24,24446,2,"[7, 24]",random
IEEE24,22914,0,[],random
IEEE24,17581,0,[],random
IEEE24,21549,2,"[22, 28]",random
IEEE24,13235,0,[],random
IEEE24,5131,0,[],random
IEEE24,24527,0,[],random
IEEE24,425,1,[28],random
IEEE24,3179,1,[12],random
IEEE24,11833,0,[],random
IEEE24,2861,0,[],random
IEEE24,1719,2,"[4, 25]",random
IEEE24,7123,2,"[17, 20]",random
IEEE24,14964,2,"[21, 23]",random
IEEE24,83,2,"[28, 31]",random
IEEE24,9991,2,"[6, 20]",random
IEEE24,1309,0,[],random
IEEE24,8023,2,"[7, 27]",random
IEEE24,20803,2,"[12, 15]",random
IEEE24,16377,0,[],random
IEEE24,12524,0,[],random
IEEE24,1415,1,[5],random
IEEE24,27285,2,"[0, 16]",random
IEEE24,15379,0,[],random
IEEE24,25498,1,[27],random
IEEE24,17809,0,[],random
IEEE24,25773,1,[31],random
IEEE24,23629,2,"[3, 11]",random
IEEE24,27770,1,[16],random
IEEE24,22636,2,"[3, 10]",random
IEEE24,7075,2,"[31, 32]",random
IEEE24,20433,1,[27],random
IEEE24,14569,2,"[13, 32]",random
IEEE24,11667,2,"[7, 20]",random
IEEE24,10177,0,[],random
IEEE24,8446,0,[],random
IEEE24,12057,1,[27],random
IEEE24,5301,0,[],random
IEEE24,17528,2,"[18, 21]",random
IEEE24,22812,0,[],random
IEEE24,8262,0,[],random
IEEE24,17614,0,[],random
IEEE24,7568,0,[],random
IEEE24,5978,0,[],random
IEEE24,20622,0,[],random
IEEE24,13922,1,[14],random
IEEE24,21867,2,"[1, 25]",random
IEEE24,388,0,[],random
IEEE24,22973,2,"[0, 2]",random
IEEE24,311,2,"[5, 31]",random
IEEE24,17552,2,"[6, 32]",random
IEEE24,21530,1,[3],random
IEEE24,8558,1,[13],random
IEEE24,25009,1,[26],random
IEEE24,1803,1,[14],random
IEEE24,2434,0,[],random
IEEE24,18224,2,"[11, 29]",random
IEEE24,6223,2,"[5, 22]",random
IEEE24,4828,2,"[15, 24]",random
IEEE24,23161,2,"[5, 21]",random
IEEE24,7407,2,"[19, 27]",random
IEEE24,6086,2,"[6, 18]",random
IEEE24,13709,1,[13],random
IEEE24,2612,1,[15],random
IEEE24,22804,0,[],random
IEEE24,13455,2,"[16, 31]",random
IEEE24,17859,2,"[27, 29]",random
IEEE24,25524,0,[],random
IEEE24,6142,2,"[0, 11]",random
IEEE24,26260,1,[24],random
IEEE24,13390,0,[],random
IEEE24,26072,1,[24],random
IEEE24,12731,0,[],random
IEEE24,27008,1,[1],random
IEEE24,26042,1,[29],random
IEEE24,19262,1,[24],random
IEEE24,25241,0,[],random
IEEE24,7687,2,"[6, 17]",random
IEEE24,10649,1,[5],random
IEEE24,23593,1,[21],random
IEEE24,25559,2,"[13, 15]",random
IEEE24,15586,1,[24],random
IEEE24,9898,2,"[20, 23]",random
IEEE24,1301,0,[],random
IEEE24,2483,2,"[14, 22]",random
IEEE24,13911,1,[0],random
IEEE24,22125,1,[17],random
IEEE24,23399,1,[27],random
IEEE24,8785,2,"[6, 32]",random
IEEE24,12168,0,[],random
IEEE24,22340,2,"[19, 23]",random
IEEE24,12054,1,[32],random
IEEE24,952,0,[],random
IEEE24,8331,1,[21],random
IEEE24,11189,1,[24],random
IEEE24,21460,2,"[14, 29]",random
IEEE24,13049,1,[6],random
IEEE24,1320,1,[23],random
IEEE24,12601,1,[29],random
IEEE24,3673,2,"[2, 23]",random
IEEE24,11602,0,[],random
IEEE24,12721,2,"[0, 28]",random
IEEE24,27172,0,[],random
IEEE24,987,1,[10],random
IEEE24,18481,0,[],random
IEEE24,613,0,[],random
IEEE24,5794,2,"[11, 25]",random
IEEE24,7965,0,[],random
IEEE24,1045,1,[12],random
IEEE24,8995,2,"[2, 21]",random
IEEE24,3521,1,[23],random
IEEE24,18732,2,"[30, 31]",random
IEEE24,19668,1,[7],random
IEEE24,16316,2,"[13, 30]",random
IEEE24,4590,0,[],random
IEEE24,15028,2,"[12, 21]",random
IEEE24,413,2,"[4, 25]",random
IEEE24,8025,0,[],random
IEEE24,13842,1,[7],random
IEEE24,15774,1,[12],random
IEEE24,8072,2,"[10, 13]",random
IEEE24,6700,1,[10],random
IEEE24,6991,0,[],random
IEEE24,25089,2,"[25, 26]",random
IEEE24,10664,0,[],random
IEEE24,18041,0,[],random
IEEE24,16988,2,"[5, 24]",random
IEEE24,13577,0,[],random
IEEE24,2312,0,[],random
IEEE24,17541,1,[32],random
IEEE24,2800,2,"[5, 28]",random
IEEE24,6127,2,"[21, 26]",random
IEEE24,15141,2,"[18, 25]",random
IEEE24,11018,1,[11],random
IEEE24,2379,0,[],random
IEEE24,16216,2,"[7, 25]",random
IEEE24,20390,0,[],random
IEEE24,9131,1,[18],random
IEEE24,5806,0,[],random
IEEE24,6502,0,[],random
IEEE24,20169,0,[],random
IEEE24,16297,1,[31],random
IEEE24,2445,1,[6],random
IEEE24,16446,0,[],random
IEEE24,11107,2,"[15, 17]",random
IEEE24,4127,2,"[2, 15]",random
IEEE24,4059,2,"[0, 11]",random
IEEE24,26830,2,"[0, 13]",random
IEEE24,14379,2,"[4, 10]",random
IEEE24,15234,2,"[1, 12]",random
IEEE24,22908,2,"[15, 23]",random
IEEE24,26938,0,[],random
IEEE24,27692,1,[11],random
IEEE24,26079,0,[],random
IEEE24,887,1,[1],random
IEEE24,9965,2,"[1, 7]",random
IEEE24,4553,0,[],random
IEEE24,24821,0,[],random
IEEE24,16319,2,"[0, 12]",random
IEEE24,15001,1,[6],random
IEEE24,12424,1,[25],random
IEEE24,8500,0,[],random
IEEE24,9985,2,"[16, 22]",random
IEEE24,17434,2,"[20, 29]",random
IEEE24,1422,2,"[19, 32]",random
IEEE24,18985,1,[7],random
IEEE24,10409,1,[22],random
IEEE24,6870,2,"[0, 5]",random
IEEE24,14045,0,[],random
IEEE24,10122,1,[7],random
IEEE24,20304,2,"[28, 30]",random
IEEE24,23773,1,[31],random
IEEE24,24396,1,[17],random
IEEE24,26287,2,"[6, 25]",random
IEEE24,27760,0,[],random
IEEE24,11194,2,"[26, 32]",random
IEEE24,9193,0,[],random
IEEE24,1534,1,[26],random
IEEE24,3400,0,[],random
IEEE24,8487,2,"[6, 15]",random
IEEE24,9374,1,[25],random
IEEE24,7275,0,[],random
IEEE24,11205,0,[],random
IEEE24,435,1,[6],random
IEEE24,16382,1,[19],random
IEEE24,2418,1,[23],random
IEEE24,15561,1,[27],random
IEEE24,22667,2,"[14, 18]",random
IEEE24,19741,1,[22],random
IEEE24,22139,0,[],random
IEEE24,7728,2,"[6, 23]",random
IEEE24,25106,0,[],random
IEEE24,4690,0,[],random
IEEE24,27813,0,[],random
IEEE24,11129,1,[0],random
IEEE24,23087,2,"[10, 15]",random
IEEE24,27553,2,"[4, 13]",random
IEEE24,23822,0,[],random
IEEE24,3515,1,[29],random
IEEE24,27745,0,[],random
IEEE24,15886,2,"[26, 31]",random
IEEE24,3635,0,[],random
IEEE24,10585,1,[26],random
IEEE24,738,2,"[6, 10]",random
IEEE24,1898,0,[],random
IEEE24,8422,0,[],random
IEEE24,7288,0,[],random
IEEE24,7843,0,[],random
IEEE24,10141,1,[10],random
IEEE24,17300,1,[29],random
IEEE24,26457,0,[],random
IEEE24,14785,0,[],random
IEEE24,7595,0,[],random
IEEE24,16479,1,[23],random
IEEE24,6973,1,[7],random
IEEE24,10519,0,[],random
IEEE24,18347,0,[],random
IEEE24,16344,2,"[1, 3]",random
IEEE24,3978,2,"[3, 25]",random
IEEE24,527,1,[17],random
IEEE24,7983,1,[24],random
IEEE24,1015,0,[],random
IEEE24,22433,1,[1],random
IEEE24,4456,0,[],random
IEEE24,10393,0,[],random
IEEE24,14583,0,[],random
IEEE24,919,2,"[24, 28]",random
IEEE24,10762,0,[],random
IEEE24,2769,0,[],random
IEEE24,14866,0,[],random
IEEE24,16493,0,[],random
IEEE24,9294,0,[],random
IEEE24,12004,1,[20],random
IEEE24,14167,2,"[0, 3]",random
IEEE24,27871,0,[],random
IEEE24,16753,1,[23],random
IEEE24,25852,2,"[24, 32]",random
IEEE24,10820,0,[],random
IEEE24,10593,0,[],random
IEEE24,20217,2,"[10, 23]",random
IEEE24,19570,2,"[21, 26]",random
IEEE24,4404,2,"[6, 12]",random
IEEE24,16358,2,"[18, 27]",random
IEEE24,11015,0,[],random
IEEE24,27412,0,[],random
IEEE24,5316,1,[23],random
IEEE24,15121,0,[],random
IEEE24,9014,2,"[0, 1]",random
IEEE24,4547,0,[],random
IEEE24,5219,1,[31],random
IEEE24,8205,2,"[15, 31]",random
IEEE24,25774,0,[],random
IEEE24,6422,2,"[1, 29]",random
IEEE24,15358,0,[],random
IEEE24,18357,0,[],random
IEEE24,767,1,[1],random
IEEE24,6147,1,[2],random
IEEE24,26567,2,"[6, 19]",random
IEEE24,11221,0,[],random
IEEE24,11153,2,"[10, 16]",random
IEEE24,23671,0,[],random
IEEE24,20561,2,"[16, 18]",random
IEEE24,22363,2,"[24, 27]",random
IEEE24,14099,0,[],random
IEEE24,13542,1,[21],random
IEEE24,19039,2,"[11, 30]",random
IEEE24,1489,2,"[6, 23]",random
IEEE24,5995,1,[15],random
IEEE24,4997,2,"[28, 32]",random
IEEE24,12283,0,[],random
IEEE24,2442,0,[],random
IEEE24,20367,2,"[6, 29]",random
IEEE24,26644,2,"[10, 13]",random
IEEE24,18829,2,"[16, 21]",random
IEEE24,18827,0,[],random
IEEE24,14890,0,[],random
IEEE24,4249,1,[24],random
IEEE24,4054,2,"[15, 24]",random
IEEE24,4050,0,[],random
IEEE24,22664,0,[],random
IEEE24,6269,1,[5],random
IEEE24,26536,2,"[29, 32]",random
IEEE24,5109,2,"[12, 27]",random
IEEE24,11350,2,"[1, 24]",random
IEEE24,14277,0,[],random
IEEE24,3463,0,[],random
IEEE24,11263,1,[17],random
IEEE24,18208,1,[21],random
IEEE24,17939,2,"[26, 27]",random
IEEE24,25255,1,[17],random
IEEE24,1647,1,[11],random
IEEE24,10307,0,[],random
IEEE24,24934,0,[],random
IEEE24,21165,0,[],random
IEEE24,2308,1,[30],random
IEEE24,1118,2,"[3, 18]",random
IEEE24,8213,1,[6],random
IEEE24,216,1,[21],random
IEEE24,13555,1,[22],random
IEEE24,4160,1,[10],random
IEEE24,15079,0,[],random
IEEE24,9018,0,[],random
IEEE24,20103,1,[5],random
IEEE24,23472,1,[7],random
IEEE24,1863,2,"[4, 30]",random
IEEE24,6175,1,[18],random
IEEE24,14860,2,"[5, 18]",random
IEEE24,13034,1,[3],random
IEEE24,14800,0,[],random
IEEE24,26590,1,[13],random
IEEE24,6250,1,[31],random
IEEE24,13368,0,[],random
IEEE24,19230,2,"[25, 26]",random
IEEE24,3569,0,[],random
IEEE24,20815,0,[],random
IEEE24,22105,0,[],random
IEEE24,25172,1,[25],random
IEEE24,9607,2,"[0, 12]",random
IEEE24,2585,0,[],random
IEEE24,24329,1,[0],random
IEEE24,128,0,[],random
IEEE24,4149,1,[11],random
IEEE24,12788,2,"[19, 29]",random
IEEE24,25047,1,[30],random
IEEE24,22734,2,"[12, 30]",random
IEEE24,10633,1,[23],random
IEEE24,6066,1,[18],random
IEEE24,10811,0,[],random
IEEE24,27669,0,[],random
IEEE24,26099,2,"[5, 25]",random
IEEE24,19707,0,[],random
IEEE24,17347,2,"[24, 27]",random
IEEE24,20545,2,"[4, 12]",random
IEEE24,27378,2,"[21, 26]",random
IEEE24,20680,0,[],random
IEEE24,26848,2,"[1, 26]",random
IEEE24,23030,1,[29],random
IEEE24,5911,0,[],random
IEEE24,25568,1,[29],random
IEEE24,11055,0,[],random
IEEE24,6270,2,"[18, 29]",random
IEEE24,14373,2,"[20, 29]",random
IEEE24,22195,1,[22],random
IEEE24,193,0,[],random
IEEE24,23006,0,[],random
IEEE24,22137,0,[],random
IEEE24,1046,2,"[14, 16]",random
IEEE24,19290,0,[],random
IEEE24,1785,1,[26],random
IEEE24,19143,2,"[1, 16]",random
IEEE24,20353,2,"[3, 25]",random
IEEE24,24654,2,"[14, 30]",random
IEEE24,4901,1,[10],random
IEEE24,12654,1,[18],random
IEEE24,26330,1,[32],random
IEEE24,17772,2,"[1, 14]",random
IEEE24,6547,0,[],random
IEEE24,19181,0,[],random
IEEE24,23797,0,[],random
IEEE24,2361,2,"[11, 12]",random
IEEE24,2908,2,"[21, 31]",random
IEEE24,22557,1,[15],random
IEEE24,13855,2,"[0, 11]",random
IEEE24,26770,0,[],random
IEEE24,22918,0,[],random
IEEE24,11692,0,[],random
IEEE24,8067,1,[13],random
IEEE24,13430,1,[3],random
IEEE24,62,1,[31],random
IEEE24,6095,1,[32],random
IEEE24,11629,0,[],random
IEEE24,16351,1,[10],random
IEEE24,16013,2,"[6, 14]",random
IEEE24,6960,1,[27],random
IEEE24,19917,2,"[23, 31]",random
IEEE24,7354,2,"[12, 28]",random
IEEE24,22939,0,[],random
IEEE24,16891,1,[29],random
IEEE24,2528,0,[],random
IEEE24,26344,2,"[4, 29]",random
IEEE24,26134,0,[],random
IEEE24,5885,0,[],random
IEEE24,3165,0,[],random
IEEE24,27549,2,"[13, 21]",random
IEEE24,13590,0,[],random
IEEE24,11150,1,[25],random
IEEE24,23381,2,"[2, 21]",random
IEEE24,7832,2,"[24, 31]",random
IEEE24,17387,2,"[7, 26]",random
IEEE24,26299,0,[],random
IEEE24,3531,0,[],random
IEEE24,26018,0,[],random
